,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
1038,Will Brooks,Charles Oliveira,Blue,Lightweight,3,30.0,177.8,182.88,27.0,177.8,187.96
1039,Myles Jury,Mike de la Torre,Red,Featherweight,3,28.0,177.8,185.42,30.0,180.34,180.34
1040,Kamaru Usman,Sean Strickland,Red,Welterweight,3,29.0,182.88,193.04,26.0,185.42,193.04
1041,Shane Burgos,Charles Rosa,Red,Featherweight,3,26.0,180.34,190.5,30.0,175.26,175.26
1042,Patrick Cummins,Jan Blachowicz,Red,Light Heavyweight,3,36.0,187.96,193.04,34.0,187.96,198.12
1043,Gregor Gillespie,Andrew Holbrook,Red,Lightweight,3,30.0,170.18,180.34,31.0,180.34,177.8
1044,Josh Emmett,Desmond Green,Blue,Lightweight,3,32.0,167.64,177.8,27.0,177.8,185.42
1045,Katlyn Chookagian,Irene Aldana,Red,Women's Bantamweight,3,28.0,175.26,172.72,29.0,175.26,172.72
1046,Jenel Lausa,Magomed Bibulatov,Blue,Flyweight,3,28.0,165.1,172.72,28.0,165.1,165.1
1047,Jimi Manuwa,Corey Anderson,Red,Light Heavyweight,3,37.0,185.42,200.66,27.0,190.5,200.66
1048,Gunnar Nelson,Alan Jouban,Red,Welterweight,3,28.0,180.34,182.88,35.0,182.88,185.42
1049,Brad Pickett,Marlon Vera,Blue,Catch Weight,3,38.0,167.64,172.72,24.0,172.72,177.8
1050,Arnold Allen,Makwan Amirkhani,Red,Featherweight,3,23.0,172.72,177.8,28.0,177.8,182.88
1051,Joe Duffy,Reza Madadi,Red,Lightweight,3,29.0,177.8,185.42,38.0,180.34,182.88
1052,Darren Stewart,Francimar Barroso,Blue,Light Heavyweight,3,26.0,182.88,187.96,37.0,185.42,190.5
1053,Daniel Omielanczuk,Tim Johnson,Blue,Heavyweight,3,34.0,182.88,187.96,32.0,190.5,195.58
1054,Leon Edwards,Vicente Luque,Red,Welterweight,3,25.0,182.88,187.96,25.0,180.34,190.5
1055,Marc Diakiese,Teemu Packalen,Red,Lightweight,3,24.0,177.8,185.42,29.0,185.42,182.88
1056,Bradley Scott,Scott Askham,Red,Middleweight,3,27.0,185.42,193.04,28.0,190.5,190.5
1057,Lina Lansberg,Lucie Pudilova,Red,Women's Bantamweight,3,35.0,170.18,165.1,22.0,172.72,170.18
1058,Mauricio Rua,Gian Villante,Red,Light Heavyweight,3,35.0,185.42,193.04,31.0,190.5,193.04
1059,Edson Barboza,Beneil Dariush,Red,Lightweight,3,31.0,180.34,190.5,27.0,177.8,182.88
1060,Jussier Formiga,Ray Borg,Blue,Flyweight,3,31.0,165.1,170.18,23.0,162.56,160.02
1061,Alex Oliveira,Tim Means,Red,Welterweight,3,29.0,180.34,193.04,33.0,187.96,190.5
1062,Francisco Trinaldo,Kevin Lee,Blue,Lightweight,3,38.0,175.26,177.8,24.0,175.26,195.58
1063,Sergio Moraes,Davi Ramos,Red,Welterweight,3,34.0,182.88,182.88,30.0,167.64,177.8
1064,Rani Yahya,Joe Soto,Blue,Bantamweight,3,32.0,167.64,170.18,29.0,167.64,165.1
1065,Michel Prazeres,Joshua Burkman,Red,Lightweight,3,35.0,167.64,170.18,36.0,177.8,182.88
1066,Rony Jason,Jeremy Kennedy,Blue,Featherweight,3,32.0,170.18,177.8,24.0,180.34,180.34
1067,Garreth McLellan,Paulo Costa,Blue,Middleweight,3,34.0,185.42,182.88,25.0,185.42,182.88
1068,Tyron Woodley,Stephen Thompson,Red,Welterweight,5,34.0,175.26,187.96,34.0,182.88,190.5
1069,Lando Vannata,David Teymur,Blue,Lightweight,3,24.0,175.26,180.34,27.0,175.26,185.42
1070,Rashad Evans,Daniel Kelly,Blue,Middleweight,3,37.0,182.88,190.5,39.0,182.88,177.8
1071,Amanda Cooper,Cynthia Calvillo,Blue,Women's Strawweight,3,25.0,160.02,162.56,29.0,162.56,162.56
1072,Alistair Overeem,Mark Hunt,Red,Heavyweight,3,36.0,193.04,203.2,42.0,177.8,182.88
1073,Marcin Tybura,Luis Henrique,Red,Heavyweight,3,31.0,190.5,198.12,23.0,187.96,187.96
1074,Mirsad Bektic,Darren Elkins,Blue,Featherweight,3,26.0,172.72,177.8,32.0,177.8,180.34
1075,Iuri Alcantara,Luke Sanders,Red,Bantamweight,3,36.0,175.26,180.34,31.0,167.64,170.18
1076,Mark Godbeer,Daniel Spitz,Red,Heavyweight,3,33.0,193.04,195.58,26.0,200.66,208.28
1077,Tyson Pedro,Paul Craig,Red,Light Heavyweight,3,25.0,190.5,200.66,29.0,190.5,193.04
1078,Albert Morales,Andre Soukhamthath,Red,Bantamweight,3,25.0,175.26,182.88,28.0,175.26,177.8
1079,Derrick Lewis,Travis Browne,Red,Heavyweight,5,32.0,190.5,200.66,34.0,198.12,200.66
1080,Johny Hendricks,Hector Lombard,Red,Middleweight,3,33.0,175.26,175.26,39.0,175.26,180.34
1081,Sam Sicilia,Gavin Tucker,Blue,Featherweight,3,31.0,172.72,170.18,30.0,167.64,167.64
1082,Elias Theodorou,Cezar Ferreira,Red,Middleweight,3,28.0,185.42,190.5,32.0,185.42,198.12
1083,Sara McMann,Gina Mazany,Red,Women's Bantamweight,3,36.0,167.64,167.64,28.0,167.64,172.72
1084,Paul Felder,Alessandro Ricci,Red,Lightweight,3,32.0,180.34,177.8,34.0,180.34,175.26
1085,Nordine Taleb,Santiago Ponzinibbio,Blue,Welterweight,3,35.0,185.42,187.96,30.0,182.88,185.42
1086,Carla Esparza,Randa Markos,Blue,Women's Strawweight,3,29.0,154.94,160.02,31.0,162.56,160.02
1087,Aiemann Zahabi,Reginaldo Vieira,Red,Bantamweight,3,29.0,172.72,172.72,34.0,170.18,165.1
1088,Jack Marshman,Thiago Santos,Blue,Middleweight,3,27.0,182.88,185.42,33.0,187.96,193.04
1089,Gerald Meerschaert,Ryan Janes,Red,Middleweight,3,29.0,185.42,195.58,35.0,190.5,193.04
1090,Holly Holm,Germaine de Randamie,Blue,Women's Featherweight,5,35.0,172.72,175.26,32.0,175.26,180.34
1091,Anderson Silva,Derek Brunson,Red,Middleweight,3,41.0,187.96,195.58,33.0,185.42,195.58
1092,Jacare Souza,Tim Boetsch,Red,Middleweight,3,37.0,185.42,182.88,36.0,182.88,187.96
1093,Glover Teixeira,Jared Cannonier,Red,Light Heavyweight,3,37.0,187.96,193.04,32.0,180.34,195.58
1094,Dustin Poirier,Jim Miller,Red,Lightweight,3,28.0,175.26,182.88,33.0,172.72,180.34
1095,Randy Brown,Belal Muhammad,Blue,Welterweight,3,26.0,190.5,198.12,28.0,180.34,182.88
1096,Wilson Reis,Ulka Sasaki,Red,Flyweight,3,32.0,162.56,165.1,27.0,177.8,180.34
1097,Nik Lentz,Islam Makhachev,Blue,Lightweight,3,32.0,172.72,172.72,25.0,177.8,177.8
1098,Rick Glenn,Phillipe Nover,Red,Featherweight,3,27.0,182.88,177.8,33.0,175.26,182.88
1099,Ryan LaFlare,Roan Carneiro,Red,Welterweight,3,33.0,185.42,187.96,38.0,180.34,187.96
1100,Dennis Bermudez,Chan Sung Jung,Blue,Featherweight,5,30.0,167.64,167.64,29.0,170.18,182.88
1101,Alexa Grasso,Felice Herrig,Blue,Women's Strawweight,3,23.0,165.1,167.64,32.0,162.56,165.1
1102,Abel Trujillo,James Vick,Blue,Lightweight,3,33.0,172.72,177.8,29.0,190.5,193.04
1103,Ovince Saint Preux,Volkan Oezdemir,Blue,Light Heavyweight,3,33.0,190.5,203.2,27.0,187.96,190.5
1104,Anthony Hamilton,Marcel Fortuna,Blue,Heavyweight,3,36.0,195.58,193.04,31.0,185.42,187.96
1105,Jessica Andrade,Angela Hill,Red,Women's Strawweight,3,25.0,154.94,157.48,32.0,160.02,162.56
1106,Chas Skelly,Chris Gruetzemacher,Red,Featherweight,3,31.0,180.34,182.88,30.0,172.72,172.72
1107,Ricardo Ramos,Michinori Tanaka,Red,Bantamweight,3,21.0,175.26,182.88,26.0,165.1,170.18
1108,Tecia Torres,Bec Rawlings,Red,Women's Strawweight,3,27.0,154.94,152.4,27.0,167.64,162.56
1109,Daniel Jolly,Khalil Rountree Jr.,Blue,Light Heavyweight,3,32.0,185.42,190.5,26.0,185.42,193.04
1110,Valentina Shevchenko,Julianna Pena,Red,Women's Bantamweight,5,28.0,165.1,167.64,27.0,167.64,175.26
1111,Donald Cerrone,Jorge Masvidal,Blue,Welterweight,3,33.0,185.42,185.42,32.0,180.34,187.96
1112,Andrei Arlovski,Francis Ngannou,Blue,Heavyweight,3,37.0,190.5,195.58,30.0,193.04,210.82
1113,Alex Caceres,Jason Knight,Blue,Featherweight,3,28.0,177.8,185.42,24.0,177.8,180.34
1114,Nate Marquardt,Sam Alvey,Blue,Middleweight,3,37.0,182.88,187.96,30.0,187.96,190.5
1115,Raphael Assuncao,Aljamain Sterling,Red,Bantamweight,3,34.0,165.1,167.64,27.0,170.18,180.34
1116,Bobby Nash,Li Jingliang,Blue,Welterweight,3,26.0,182.88,187.96,28.0,182.88,180.34
1117,Henrique da Silva,Jordan Johnson,Blue,Light Heavyweight,3,27.0,190.5,193.04,28.0,187.96,200.66
1118,Eric Spicely,Alessio Di Chirico,Red,Middleweight,3,30.0,185.42,185.42,27.0,182.88,187.96
1119,Marcos Rogerio de Lima,Jeremy Kimball,Red,Light Heavyweight,3,31.0,185.42,190.5,26.0,182.88,182.88
1120,Alexandre Pantoja,Eric Shelton,Red,Flyweight,3,26.0,165.1,170.18,25.0,167.64,172.72
1121,Jason Gonzalez,JC Cottrell,Red,Lightweight,3,26.0,187.96,187.96,27.0,175.26,180.34
1122,Yair Rodriguez,BJ Penn,Red,Featherweight,5,24.0,180.34,180.34,38.0,175.26,177.8
1123,Joe Lauzon,Marcin Held,Red,Lightweight,3,32.0,177.8,180.34,24.0,175.26,180.34
1124,Court McGee,Ben Saunders,Blue,Welterweight,3,32.0,180.34,190.5,33.0,187.96,195.58
1125,John Moraga,Sergio Pettis,Blue,Flyweight,3,32.0,167.64,167.64,23.0,167.64,175.26
1126,Devin Powell,Drakkar Klose,Blue,Lightweight,3,28.0,182.88,185.42,28.0,175.26,177.8
1127,Frankie Saenz,Augusto Mendes,Blue,Bantamweight,3,36.0,167.64,167.64,33.0,167.64,165.1
1128,Aleksei Oleinik,Viktor Pesta,Red,Heavyweight,3,39.0,187.96,203.2,26.0,190.5,195.58
1129,Anthony Rocco Martin,Alex White,Red,Lightweight,3,27.0,182.88,185.42,28.0,182.88,180.34
1130,Jocelyn Jones-Lybarger,Nina Ansaroff,Blue,Women's Strawweight,3,31.0,170.18,162.56,31.0,165.1,162.56
1131,Walt Harris,Chase Sherman,Red,Heavyweight,3,33.0,195.58,195.58,27.0,193.04,198.12
1132,Bojan Mihajlovic,Joachim Christensen,Blue,Light Heavyweight,3,36.0,180.34,185.42,38.0,190.5,193.04
1133,Dmitrii Smoliakov,Cyril Asker,Blue,Heavyweight,3,34.0,187.96,187.96,31.0,182.88,187.96
1134,Amanda Nunes,Ronda Rousey,Red,Women's Bantamweight,5,28.0,172.72,175.26,29.0,170.18,172.72
1135,Dominick Cruz,Cody Garbrandt,Blue,Bantamweight,5,31.0,172.72,172.72,25.0,172.72,165.1
1136,TJ Dillashaw,John Lineker,Red,Bantamweight,3,30.0,167.64,170.18,26.0,160.02,170.18
1137,Dong Hyun Kim,Tarec Saffiedine,Red,Welterweight,3,35.0,187.96,193.04,30.0,177.8,177.8
1138,Louis Smolka,Ray Borg,Blue,Flyweight,3,25.0,175.26,172.72,23.0,162.56,160.02
1139,Johny Hendricks,Neil Magny,Blue,Welterweight,3,33.0,175.26,175.26,29.0,190.5,203.2
1140,Antonio Carlos Junior,Marvin Vettori,Red,Middleweight,3,26.0,187.96,200.66,23.0,182.88,187.96
1141,Mike Pyle,Alex Garcia,Blue,Welterweight,3,41.0,182.88,187.96,29.0,175.26,182.88
1142,Brandon Thatch,Niko Price,Blue,Welterweight,3,31.0,187.96,187.96,27.0,182.88,193.04
1143,Paige VanZant,Michelle Waterson,Blue,Women's Strawweight,5,22.0,162.56,165.1,30.0,160.02,157.48
1144,Sage Northcutt,Mickey Gall,Blue,Welterweight,3,20.0,182.88,180.34,24.0,187.96,187.96
1145,Urijah Faber,Brad Pickett,Red,Bantamweight,3,37.0,167.64,170.18,38.0,167.64,172.72
1146,Alan Jouban,Mike Perry,Red,Welterweight,3,35.0,182.88,185.42,25.0,177.8,180.34
1147,Henrique da Silva,Paul Craig,Blue,Light Heavyweight,3,27.0,190.5,193.04,29.0,190.5,193.04
1148,Cole Miller,Mizuto Hirota,Blue,Featherweight,3,32.0,185.42,187.96,35.0,170.18,170.18
1149,Bryan Barberena,Colby Covington,Blue,Welterweight,3,27.0,182.88,182.88,28.0,180.34,182.88
1150,James Moontasri,Alex Morono,Blue,Welterweight,3,28.0,177.8,180.34,26.0,180.34,182.88
1151,Josh Emmett,Scott Holtzman,Red,Lightweight,3,31.0,167.64,177.8,33.0,175.26,175.26
1152,Leslie Smith,Irene Aldana,Red,Women's Bantamweight,3,34.0,175.26,167.64,28.0,175.26,172.72
1153,Eddie Wineland,Takeya Mizugaki,Red,Bantamweight,3,32.0,170.18,175.26,33.0,170.18,172.72
1154,Hector Sandoval,Fredy Serrano,Red,Flyweight,3,30.0,157.48000000000005,162.56,37.0,160.02,165.1
1155,Bojan Velickovic,Sultan Aliev,Blue,Welterweight,3,27.0,182.88,193.04,32.0,180.34,187.96
1156,Max Holloway,Anthony Pettis,Red,Featherweight,5,25.0,180.34,175.26,29.0,177.8,182.88
1157,Donald Cerrone,Matt Brown,Red,Welterweight,3,33.0,185.42,185.42,35.0,182.88,190.5
1158,Cub Swanson,Dooho Choi,Red,Featherweight,3,33.0,172.72,177.8,25.0,177.8,177.8
1159,Tim Kennedy,Kelvin Gastelum,Blue,Middleweight,3,37.0,180.34,187.96,25.0,175.26,180.34
1160,Jordan Mein,Emil Meek,Blue,Welterweight,3,27.0,182.88,185.42,28.0,180.34,187.96
1161,Nikita Krylov,Misha Cirkunov,Blue,Light Heavyweight,3,24.0,190.5,195.58,29.0,190.5,195.58
1162,Olivier Aubin-Mercier,Drew Dober,Red,Lightweight,3,27.0,175.26,177.8,28.0,172.72,177.8
1163,Valerie Letourneau,Viviane Pereira,Blue,Women's Strawweight,3,33.0,170.18,172.72,23.0,154.94,160.02
1164,Mitch Gagnon,Matthew Lopez,Blue,Bantamweight,3,32.0,165.1,165.1,29.0,170.18,175.26
1165,John Makdessi,Lando Vannata,Blue,Lightweight,3,31.0,172.72,172.72,24.0,175.26,180.34
1166,Jason Saggo,Rustam Khabilov,Blue,Lightweight,3,31.0,180.34,180.34,30.0,172.72,185.42
1167,Zach Makovsky,Dustin Ortiz,Blue,Flyweight,3,33.0,162.56,162.56,27.0,165.1,165.1
1168,Derrick Lewis,Shamil Abdurakhimov,Red,Heavyweight,5,31.0,190.5,200.66,35.0,190.5,193.04
1169,Francis Ngannou,Anthony Hamilton,Red,Heavyweight,3,30.0,193.04,210.82,36.0,195.58,193.04
1170,Corey Anderson,Sean O'Connell,Red,Light Heavyweight,3,27.0,190.5,200.66,33.0,185.42,187.96
1171,Gian Villante,Saparbeg Safarov,Red,Light Heavyweight,3,31.0,190.5,193.04,30.0,185.42,198.12
1172,Justine Kish,Ashley Yoder,Red,Women's Strawweight,3,28.0,165.1,162.56,29.0,170.18,175.26
1173,Randy Brown,Brian Camozzi,Red,Welterweight,3,26.0,190.5,198.12,25.0,187.96,198.12
1174,Joe Gigliotti,Gerald Meerschaert,Blue,Middleweight,3,23.0,180.34,175.26,28.0,185.42,195.58
1175,Andrew Sanchez,Trevor Smith,Red,Middleweight,3,28.0,185.42,187.96,35.0,190.5,190.5
1176,Tiago Trator,Shane Burgos,Blue,Featherweight,3,29.0,175.26,177.8,25.0,180.34,190.5
1177,Frankie Perez,Marc Diakiese,Blue,Lightweight,3,27.0,180.34,185.42,23.0,177.8,185.42
1178,Keith Berish,Ryan Janes,Blue,Middleweight,3,31.0,182.88,185.42,35.0,190.5,193.04
1179,Juliana Lima,JJ Aldrich,Red,Women's Strawweight,3,34.0,165.1,165.1,24.0,165.1,170.18
1180,Demetrious Johnson,Tim Elliott,Red,Flyweight,5,30.0,160.02,167.64,29.0,170.18,167.64
1181,Joseph Benavidez,Henry Cejudo,Red,Flyweight,3,32.0,162.56,165.1,29.0,162.56,162.56
1182,Jake Ellenberger,Jorge Masvidal,Blue,Welterweight,3,31.0,175.26,180.34,32.0,180.34,187.96
1183,Ion Cutelaba,Jared Cannonier,Blue,Light Heavyweight,3,22.0,185.42,190.5,32.0,180.34,195.58
1184,Sara McMann,Alexis Davis,Red,Women's Bantamweight,3,36.0,167.64,167.64,32.0,167.64,172.72
1185,Brandon Moreno,Ryan Benoit,Red,Flyweight,3,22.0,170.18,177.8,27.0,165.1,172.72
1186,Gray Maynard,Ryan Hall,Blue,Featherweight,3,37.0,175.26,177.8,31.0,177.8,180.34
1187,Rob Font,Matt Schnell,Red,Bantamweight,3,29.0,172.72,180.34,26.0,172.72,177.8
1188,Dong Hyun Ma,Brendan O'Reilly,Red,Lightweight,3,28.0,180.34,177.8,29.0,170.18,175.26
1189,Kailin Curran,Jamie Moyle,Blue,Women's Strawweight,3,25.0,162.56,165.1,27.0,154.94,165.1
1190,Elvis Mutapcic,Anthony Smith,Blue,Middleweight,3,30.0,182.88,182.88,28.0,193.04,193.04
1191,Josh Stansbury,Devin Clark,Blue,Light Heavyweight,3,32.0,187.96,187.96,26.0,182.88,190.5
1192,Robert Whittaker,Derek Brunson,Red,Middleweight,5,25.0,182.88,185.42,32.0,185.42,195.58
1193,Jake Matthews,Andrew Holbrook,Blue,Lightweight,3,22.0,180.34,185.42,30.0,180.34,177.8
1194,Kyle Noke,Omari Akhmedov,Blue,Welterweight,3,36.0,185.42,193.04,29.0,182.88,185.42
1195,Yusuke Kasuya,Alexander Volkanovski,Blue,Lightweight,3,27.0,170.18,170.18,28.0,167.64,180.34
1196,Khalil Rountree Jr.,Tyson Pedro,Blue,Light Heavyweight,3,26.0,185.42,193.04,25.0,190.5,200.66
1197,Seohee Ham,Danielle Taylor,Blue,Women's Strawweight,3,29.0,157.48000000000005,157.48,27.0,152.4,152.4
1198,Daniel Kelly,Chris Camozzi,Red,Middleweight,3,39.0,182.88,177.8,30.0,187.96,193.04
1199,Damien Brown,Jon Tuck,Red,Lightweight,3,31.0,177.8,172.72,32.0,180.34,185.42
1200,Richard Walsh,Jonathan Meunier,Blue,Welterweight,3,27.0,182.88,185.42,29.0,190.5,190.5
1201,Ben Nguyen,Geane Herrera,Red,Flyweight,3,28.0,165.1,165.1,26.0,165.1,167.64
1202,Dan Hooker,Jason Knight,Blue,Featherweight,3,26.0,182.88,190.5,24.0,177.8,180.34
1203,Marlon Vera,Ning Guangyou,Red,Featherweight,3,23.0,172.72,177.8,34.0,162.56,162.56
1204,Yao Zhikui,Jenel Lausa,Blue,Flyweight,3,25.0,165.1,162.56,28.0,165.1,172.72
1205,Ryan Bader,Rogerio Nogueira,Red,Light Heavyweight,5,33.0,187.96,187.96,40.0,187.96,190.5
1206,Thomas Almeida,Albert Morales,Red,Bantamweight,3,25.0,170.18,177.8,25.0,175.26,182.88
1207,Claudia Gadelha,Cortney Casey,Red,Women's Strawweight,3,27.0,162.56,160.02,29.0,170.18,170.18
1208,Thales Leites,Krzysztof Jotko,Blue,Middleweight,3,35.0,185.42,198.12,27.0,185.42,195.58
1209,Warlley Alves,Kamaru Usman,Blue,Welterweight,3,25.0,180.34,182.88,29.0,182.88,193.04
1210,Sergio Moraes,Zak Ottow,Red,Welterweight,3,34.0,182.88,182.88,29.0,180.34,182.88
1211,Cezar Ferreira,Jack Hermansson,Red,Middleweight,3,31.0,185.42,198.12,28.0,185.42,195.58
1212,Marcos Rogerio de Lima,Gadzhimurad Antigulov,Blue,Light Heavyweight,3,31.0,185.42,190.5,29.0,180.34,177.8
1213,Johnny Eduardo,Manvel Gamburyan,Red,Bantamweight,3,38.0,170.18,180.34,35.0,165.1,170.18
1214,Luis Henrique,Christian Colombo,Red,Heavyweight,3,23.0,187.96,187.96,36.0,195.58,203.2
1215,Pedro Munhoz,Justin Scoggins,Red,Bantamweight,3,30.0,167.64,165.1,24.0,170.18,167.64
1216,Gegard Mousasi,Uriah Hall,Red,Middleweight,5,31.0,187.96,193.04,32.0,182.88,200.66
1217,Ross Pearson,Stevie Ray,Blue,Lightweight,3,32.0,172.72,175.26,26.0,177.8,177.8
1218,Tim Johnson,Alexander Volkov,Blue,Heavyweight,3,31.0,190.5,195.58,28.0,200.66,203.2
1219,Artem Lobov,Teruto Ishihara,Red,Featherweight,3,30.0,175.26,165.1,25.0,170.18,175.26
1220,Magnus Cedenblad,Jack Marshman,Blue,Middleweight,3,34.0,195.58,200.66,26.0,182.88,185.42
1221,Kyoji Horiguchi,Ali Bagautinov,Red,Flyweight,3,26.0,165.1,167.64,31.0,162.56,165.1
1222,Kevin Lee,Magomed Mustafaev,Red,Lightweight,3,24.0,175.26,195.58,28.0,172.72,180.34
1223,Anna Elmose,Amanda Cooper,Blue,Women's Strawweight,3,32.0,160.02,165.1,25.0,160.02,162.56
1224,Justin Ledet,Mark Godbeer,Red,Heavyweight,3,28.0,193.04,203.2,32.0,193.04,195.58
1225,Zak Cummings,Alexander Yakovlev,Red,Welterweight,3,32.0,182.88,190.5,32.0,190.5,187.96
1226,Marion Reneau,Milana Dudieva,Red,Women's Bantamweight,3,39.0,167.64,172.72,27.0,160.02,154.94
1227,Brett Johns,Kwan Ho Kwak,Red,Bantamweight,3,24.0,170.18,180.34,27.0,165.1,177.8
1228,Charlie Ward,Abdul Razak Alhassan,Blue,Welterweight,3,35.0,180.34,185.42,31.0,177.8,185.42
1229,Eddie Alvarez,Conor McGregor,Blue,Lightweight,5,32.0,175.26,175.26,28.0,175.26,187.96
1230,Joanna Jedrzejczyk,Karolina Kowalkiewicz,Red,Women's Strawweight,5,29.0,167.64,165.1,31.0,160.02,162.56
1231,Chris Weidman,Yoel Romero,Blue,Middleweight,3,32.0,187.96,198.12,39.0,182.88,185.42
1232,Miesha Tate,Raquel Pennington,Blue,Women's Bantamweight,3,30.0,167.64,165.1,28.0,170.18,170.18
1233,Frankie Edgar,Jeremy Stephens,Red,Featherweight,3,35.0,167.64,172.72,30.0,172.72,180.34
1234,Khabib Nurmagomedov,Michael Johnson,Red,Lightweight,3,28.0,177.8,177.8,30.0,177.8,185.42
1235,Rafael Natal,Tim Boetsch,Blue,Middleweight,3,33.0,182.88,193.04,35.0,182.88,187.96
1236,Vicente Luque,Belal Muhammad,Red,Welterweight,3,24.0,180.34,190.5,28.0,180.34,182.88
1237,Jim Miller,Thiago Alves,Red,Catch Weight,3,33.0,172.72,180.34,33.0,175.26,177.8
1238,Liz Carmouche,Katlyn Chookagian,Red,Women's Bantamweight,3,32.0,167.64,167.64,27.0,175.26,172.72
1239,Rafael Dos Anjos,Tony Ferguson,Blue,Lightweight,5,32.0,172.72,177.8,32.0,180.34,193.04
1240,Diego Sanchez,Marcin Held,Red,Lightweight,3,34.0,177.8,182.88,24.0,175.26,180.34
1241,Ricardo Lamas,Charles Oliveira,Red,Featherweight,3,34.0,172.72,180.34,27.0,177.8,187.96
1242,Martin Bravo,Claudio Puelles,Red,Lightweight,4,23.0,172.72,180.34,20.0,180.34,182.88
1243,Beneil Dariush,Rashid Magomedov,Red,Lightweight,3,27.0,177.8,182.88,31.0,175.26,177.8
1244,Alexa Grasso,Heather Jo Clark,Red,Women's Strawweight,3,23.0,165.1,167.64,36.0,167.64,162.56
1245,Erik Perez,Felipe Arantes,Red,Bantamweight,3,26.0,172.72,172.72,28.0,172.72,185.42
1246,Marco Beltran,Joe Soto,Blue,Catch Weight,3,30.0,172.72,175.26,29.0,167.64,165.1
1247,Erick Montano,Max Griffin,Blue,Welterweight,3,30.0,182.88,185.42,30.0,180.34,193.04
1248,Henry Briones,Douglas Silva de Andrade,Blue,Bantamweight,3,36.0,172.72,175.26,31.0,170.18,172.72
1249,Sam Alvey,Alex Nicholson,Red,Middleweight,3,30.0,187.96,190.5,26.0,193.04,205.74
1250,Polo Reyes,Jason Novelli,Red,Lightweight,3,31.0,180.34,180.34,37.0,182.88,190.5
1251,Enrique Barzola,Chris Avila,Red,Featherweight,3,27.0,170.18,177.8,23.0,177.8,182.88
1252,Michael Bisping,Dan Henderson,Red,Middleweight,5,37.0,185.42,190.5,46.0,180.34,187.96
1253,Vitor Belfort,Gegard Mousasi,Blue,Middleweight,3,39.0,182.88,187.96,31.0,187.96,193.04
1254,Ovince Saint Preux,Jimi Manuwa,Blue,Light Heavyweight,3,33.0,190.5,203.2,36.0,185.42,200.66
1255,Stefan Struve,Daniel Omielanczuk,Red,Heavyweight,3,28.0,210.82,213.36,34.0,182.88,187.96
1256,Mirsad Bektic,Russell Doane,Red,Featherweight,3,25.0,172.72,177.8,30.0,170.18,177.8
1257,Brad Pickett,Iuri Alcantara,Blue,Bantamweight,3,38.0,167.64,172.72,36.0,175.26,180.34
1258,Davey Grant,Damian Stasiak,Blue,Bantamweight,3,30.0,172.72,175.26,26.0,165.1,177.8
1259,Leon Edwards,Albert Tumenov,Red,Welterweight,3,25.0,182.88,187.96,24.0,180.34,185.42
1260,Lukasz Sajewski,Marc Diakiese,Blue,Lightweight,3,25.0,172.72,180.34,23.0,177.8,185.42
1261,Danny Roberts,Mike Perry,Blue,Welterweight,3,29.0,185.42,187.96,25.0,177.8,180.34
1262,Leonardo Santos,Adriano Martins,Red,Lightweight,3,36.0,182.88,190.5,33.0,177.8,182.88
1263,John Lineker,John Dodson,Red,Bantamweight,5,26.0,160.02,170.18,32.0,160.02,167.64
1264,Will Brooks,Alex Oliveira,Blue,Lightweight,3,29.0,177.8,182.88,28.0,180.34,193.04
1265,Joshua Burkman,Zak Ottow,Blue,Welterweight,3,36.0,177.8,182.88,29.0,180.34,182.88
1266,Louis Smolka,Brandon Moreno,Blue,Flyweight,3,25.0,175.26,172.72,22.0,170.18,177.8
1267,Henrique da Silva,Joachim Christensen,Red,Light Heavyweight,3,27.0,190.5,193.04,37.0,190.5,193.04
1268,Hacran Dias,Andre Fili,Blue,Featherweight,3,32.0,172.72,175.26,26.0,180.34,187.96
1269,Shamil Abdurakhimov,Walt Harris,Red,Heavyweight,3,35.0,190.5,193.04,33.0,195.58,195.58
1270,Keita Nakamura,Elizeu Zaleski dos Santos,Blue,Welterweight,3,32.0,180.34,185.42,29.0,180.34,185.42
1271,Nate Marquardt,Tamdan McCrory,Red,Middleweight,3,37.0,182.88,187.96,29.0,193.04,198.12
1272,Jonathan Wilson,Ion Cutelaba,Blue,Light Heavyweight,3,29.0,187.96,190.5,22.0,185.42,190.5
1273,Cody East,Curtis Blaydes,Blue,Heavyweight,3,28.0,190.5,187.96,25.0,193.04,203.2
1274,Kelly Faszholz,Ketlen Vieira,Blue,Women's Bantamweight,3,31.0,172.72,170.18,25.0,172.72,172.72
1275,Cris Cyborg,Lina Lansberg,Red,Catch Weight,5,31.0,172.72,172.72,34.0,170.18,165.1
1276,Renan Barao,Phillipe Nover,Red,Featherweight,3,29.0,167.64,177.8,32.0,175.26,182.88
1277,Roy Nelson,Antonio Silva,Red,Heavyweight,3,40.0,182.88,182.88,37.0,193.04,203.2
1278,Francisco Trinaldo,Paul Felder,Red,Lightweight,3,38.0,175.26,177.8,32.0,180.34,177.8
1279,Thiago Santos,Eric Spicely,Blue,Middleweight,3,32.0,187.96,193.04,29.0,185.42,185.42
1280,Godofredo Pepey,Mike de la Torre,Red,Featherweight,3,29.0,170.18,185.42,30.0,180.34,180.34
