,R_fighter,B_fighter,winner,weight_class,no_of_rounds,R_age,R_Height_cms,R_Reach_cms,B_age,B_Height_cms,B_Reach_cms
471,Michael Trizano,Joe Giannetti,Red,Lightweight,4,26.0,180.34,180.34,23.0,182.88,187.96
473,Alex Caceres,Martin Bravo,Red,Featherweight,3,30.0,177.8,185.42,24.0,172.72,180.34
474,Roxanne Modafferi,Barb Honchak,Red,Women's Flyweight,3,35.0,170.18,175.26,38.0,162.56,165.1
475,Alessio Di Chirico,Julian Marquez,Red,Middleweight,3,28.0,182.88,187.96,28.0,187.96,190.5
476,Montana De La Rosa,Rachael Ostovich,Red,Women's Flyweight,3,23.0,170.18,172.72,27.0,160.02,157.48
477,Luis Pena,Richie Smullen,Red,Lightweight,3,25.0,190.5,190.5,26.0,175.26,172.72
478,John Gunther,Allan Zuniga,Red,Lightweight,3,32.0,175.26,182.88,26.0,170.18,177.8
481,Gerald Meerschaert,Oskar Piechota,Red,Middleweight,3,30.0,185.42,195.58,28.0,182.88,193.04
483,Ovince Saint Preux,Tyson Pedro,Red,Light Heavyweight,3,35.0,190.5,203.2,26.0,190.5,200.66
485,Li Jingliang,Daichi Abe,Red,Welterweight,3,30.0,182.88,180.34,26.0,180.34,180.34
489,Song Kenan,Hector Aldana,Red,Welterweight,3,28.0,182.88,180.34,29.0,180.34,182.88
492,Matt Schnell,Naoki Inoue,Red,Flyweight,3,28.0,172.72,177.8,21.0,175.26,180.34
494,Ji Yeon Kim,Melinda Fabian,Red,Women's Flyweight,3,28.0,170.18,182.88,30.0,167.64,167.64
495,Robert Whittaker,Yoel Romero,Red,Middleweight,5,27.0,182.88,185.42,41.0,182.88,185.42
497,Holly Holm,Megan Anderson,Red,Women's Featherweight,3,36.0,172.72,175.26,28.0,182.88,182.88
501,Claudia Gadelha,Carla Esparza,Red,Women's Strawweight,3,29.0,162.56,160.02,30.0,154.94,160.02
509,Gregor Gillespie,Vinc Pichel,Red,Lightweight,3,31.0,170.18,180.34,35.0,177.8,182.88
510,Walt Harris,Daniel Spitz,Red,Heavyweight,3,34.0,195.58,195.58,27.0,200.66,208.28
512,Julio Arce,Daniel Teymur,Red,Featherweight,3,28.0,170.18,177.8,30.0,165.1,175.26
514,Sijara Eubanks,Lauren Murphy,Red,Women's Flyweight,3,33.0,162.56,170.18,34.0,170.18,170.18
516,Belal Muhammad,Chance Rencountre,Red,Welterweight,3,29.0,180.34,182.88,31.0,187.96,190.5
517,Desmond Green,Gleison Tibau,Red,Lightweight,3,28.0,177.8,185.42,34.0,177.8,180.34
521,Neil Magny,Craig White,Red,Welterweight,3,30.0,190.5,203.2,27.0,187.96,193.04
522,Arnold Allen,Mads Burnell,Red,Featherweight,3,24.0,172.72,177.8,24.0,172.72,175.26
524,Claudio Silva,Nordine Taleb,Red,Welterweight,3,35.0,180.34,180.34,36.0,185.42,187.96
527,Lina Lansberg,Gina Mazany,Red,Women's Bantamweight,3,36.0,170.18,165.1,29.0,167.64,172.72
529,Gillian Robertson,Molly McCann,Red,Women's Flyweight,3,23.0,165.1,160.02,28.0,162.56,157.48
530,Elias Theodorou,Trevor Smith,Red,Middleweight,3,29.0,185.42,190.5,37.0,190.5,190.5
536,Vicente Luque,Chad Laprise,Red,Welterweight,3,26.0,180.34,190.5,31.0,177.8,180.34
539,Poliana Botelho,Syuri Kondo,Red,Women's Strawweight,3,29.0,172.72,170.18,29.0,162.56,167.64
540,Gabriel Benitez,Humberto Bandenay,Red,Featherweight,3,29.0,172.72,180.34,23.0,180.34,182.88
541,Enrique Barzola,Brandon Davis,Red,Featherweight,3,29.0,170.18,177.8,28.0,177.8,182.88
543,Claudio Puelles,Felipe Silva,Red,Lightweight,3,22.0,180.34,182.88,34.0,182.88,195.58
544,Amanda Nunes,Raquel Pennington,Red,Women's Bantamweight,5,29.0,172.72,175.26,29.0,170.18,170.18
546,Mackenzie Dern,Amanda Cooper,Red,Women's Strawweight,3,25.0,162.56,160.02,26.0,160.02,162.56
547,John Lineker,Brian Kelleher,Red,Bantamweight,3,27.0,160.02,170.18,31.0,167.64,167.64
549,Cezar Ferreira,Karl Roberson,Red,Middleweight,3,33.0,185.42,198.12,27.0,185.42,187.96
550,Aleksei Oleinik,Junior Albini,Red,Heavyweight,3,40.0,187.96,203.2,27.0,190.5,187.96
551,Davi Ramos,Nick Hein,Red,Lightweight,3,31.0,167.64,177.8,34.0,167.64,167.64
552,Elizeu Zaleski dos Santos,Sean Strickland,Red,Welterweight,3,31.0,180.34,185.42,27.0,185.42,193.04
553,Warlley Alves,Sultan Aliev,Red,Welterweight,3,27.0,180.34,182.88,33.0,180.34,187.96
556,Markus Perez,James Bochnovic,Red,Middleweight,3,29.0,185.42,185.42,29.0,193.04,205.74
558,Frankie Edgar,Cub Swanson,Red,Featherweight,3,36.0,167.64,172.72,34.0,172.72,177.8
559,Justin Willis,Chase Sherman,Red,Heavyweight,3,30.0,185.42,198.12,28.0,193.04,198.12
560,David Branch,Thiago Santos,Red,Middleweight,3,36.0,185.42,198.12,34.0,187.96,193.04
561,Aljamain Sterling,Brett Johns,Red,Bantamweight,3,28.0,170.18,180.34,26.0,170.18,180.34
563,Ryan LaFlare,Alex Garcia,Red,Welterweight,3,34.0,185.42,187.96,30.0,175.26,182.88
565,Siyar Bahadurzada,Luan Chagas,Red,Welterweight,3,34.0,180.34,185.42,24.0,182.88,190.5
566,Corey Anderson,Patrick Cummins,Red,Light Heavyweight,3,28.0,190.5,200.66,37.0,187.96,193.04
567,Anthony Rocco Martin,Keita Nakamura,Red,Welterweight,3,28.0,182.88,185.42,33.0,180.34,185.42
568,Dustin Poirier,Justin Gaethje,Red,Lightweight,5,29.0,175.26,182.88,29.0,180.34,177.8
570,Israel Adesanya,Marvin Vettori,Red,Middleweight,3,28.0,193.04,203.2,24.0,182.88,187.96
571,Michelle Waterson,Cortney Casey,Red,Women's Strawweight,3,32.0,160.02,157.48,30.0,170.18,170.18
573,Muslim Salikhov,Ricky Rainey,Red,Welterweight,3,33.0,180.34,177.8,34.0,185.42,195.58
576,Gilbert Burns,Dan Moret,Red,Lightweight,3,31.0,177.8,180.34,31.0,182.88,185.42
581,Luke Sanders,Patrick Williams,Red,Bantamweight,3,32.0,167.64,170.18,36.0,172.72,185.42
582,Khabib Nurmagomedov,Al Iaquinta,Red,Lightweight,5,29.0,177.8,177.8,30.0,177.8,177.8
583,Rose Namajunas,Joanna Jedrzejczyk,Red,Women's Strawweight,5,25.0,165.1,165.1,30.0,167.64,165.1
584,Renato Moicano,Calvin Kattar,Red,Featherweight,3,28.0,180.34,182.88,30.0,180.34,182.88
585,Zabit Magomedsharipov,Kyle Bochniak,Red,Featherweight,3,27.0,185.42,185.42,31.0,170.18,177.8
587,Karolina Kowalkiewicz,Felice Herrig,Red,Women's Strawweight,3,32.0,160.02,162.56,33.0,162.56,165.1
590,Devin Clark,Mike Rodriguez,Red,Light Heavyweight,3,27.0,182.88,190.5,29.0,193.04,208.28
593,Tom Duquesnoy,Terrion Ware,Red,Bantamweight,3,24.0,170.18,172.72,31.0,172.72,180.34
594,Leon Edwards,Peter Sobotta,Red,Welterweight,3,26.0,182.88,187.96,31.0,182.88,190.5
596,Danny Roberts,Oliver Enkamp,Red,Welterweight,3,30.0,185.42,187.96,26.0,182.88,195.58
597,Danny Henry,Hakeem Dawodu,Red,Featherweight,3,29.0,182.88,185.42,26.0,172.72,185.42
598,Paul Craig,Magomed Ankalaev,Red,Light Heavyweight,3,30.0,190.5,193.04,25.0,190.5,190.5
601,Cris Cyborg,Yana Kunitskaya,Red,Women's Featherweight,5,32.0,172.72,172.72,28.0,167.64,172.72
603,Sean O'Malley,Andre Soukhamthath,Red,Bantamweight,3,23.0,180.34,182.88,29.0,175.26,177.8
608,John Dodson,Pedro Munhoz,Red,Bantamweight,3,33.0,160.02,167.64,31.0,167.64,165.1
609,CB Dollaway,Hector Lombard,Red,Middleweight,3,34.0,187.96,193.04,40.0,175.26,180.34
612,Jordan Johnson,Adam Milstead,Red,Light Heavyweight,3,29.0,187.96,200.66,30.0,190.5,193.04
614,Jessica Andrade,Tecia Torres,Red,Women's Strawweight,3,26.0,154.94,157.48,28.0,154.94,152.4
621,Sam Alvey,Marcin Prachnio,Red,Light Heavyweight,3,31.0,187.96,190.5,29.0,190.5,187.96
622,Rani Yahya,Russell Doane,Red,Bantamweight,3,33.0,167.64,170.18,31.0,170.18,177.8
625,Donald Cerrone,Yancy Medeiros,Red,Welterweight,5,34.0,185.42,185.42,30.0,177.8,190.5
626,Derrick Lewis,Marcin Tybura,Red,Heavyweight,3,33.0,190.5,200.66,32.0,190.5,198.12
627,James Vick,Francisco Trinaldo,Red,Lightweight,3,30.0,190.5,193.04,39.0,175.26,177.8
630,Sage Northcutt,Thibault Gouti,Red,Lightweight,3,21.0,182.88,180.34,30.0,177.8,182.88
632,Geoff Neal,Brian Camozzi,Red,Welterweight,3,27.0,180.34,190.5,26.0,187.96,198.12
633,Roberto Sanchez,Joby Sanchez,Red,Flyweight,3,31.0,167.64,167.64,26.0,167.64,172.72
636,Oskar Piechota,Tim Williams,Red,Middleweight,3,28.0,182.88,193.04,31.0,187.96,193.04
637,Yoel Romero,Luke Rockhold,Red,Middleweight,5,40.0,182.88,185.42,33.0,190.5,195.58
639,Tai Tuivasa,Cyril Asker,Red,Heavyweight,3,24.0,187.96,190.5,32.0,182.88,187.96
640,Jake Matthews,Li Jingliang,Red,Welterweight,3,23.0,180.34,185.42,29.0,182.88,180.34
641,Tyson Pedro,Saparbeg Safarov,Red,Light Heavyweight,3,26.0,190.5,200.66,31.0,185.42,198.12
644,Alexander Volkanovski,Jeremy Kennedy,Red,Featherweight,3,29.0,167.64,180.34,25.0,180.34,180.34
645,Jussier Formiga,Ben Nguyen,Red,Flyweight,3,32.0,165.1,170.18,29.0,165.1,165.1
646,Ross Pearson,Mizuto Hirota,Red,Lightweight,3,33.0,172.72,175.26,36.0,170.18,170.18
648,Luke Jumeau,Daichi Abe,Red,Welterweight,3,29.0,180.34,182.88,26.0,180.34,180.34
649,Lyoto Machida,Eryk Anders,Red,Middleweight,5,39.0,185.42,187.96,30.0,185.42,190.5
650,Valentina Shevchenko,Priscila Cachoeira,Red,Women's Flyweight,3,29.0,165.1,167.64,29.0,170.18,165.1
651,Michel Prazeres,Desmond Green,Red,Lightweight,3,36.0,167.64,170.18,28.0,177.8,185.42
652,Tim Johnson,Marcelo Golm,Red,Heavyweight,3,32.0,190.5,195.58,25.0,190.5,190.5
653,Douglas Silva de Andrade,Marlon Vera,Red,Bantamweight,3,32.0,170.18,172.72,25.0,172.72,177.8
654,Thiago Santos,Anthony Smith,Red,Middleweight,3,34.0,187.96,193.04,29.0,193.04,193.04
655,Sergio Moraes,Tim Means,Red,Welterweight,3,35.0,182.88,182.88,33.0,187.96,190.5
656,Alan Patrick,Damir Hadzovic,Red,Lightweight,3,34.0,180.34,187.96,31.0,175.26,177.8
658,Iuri Alcantara,Joe Soto,Red,Bantamweight,3,37.0,175.26,180.34,30.0,167.64,165.1
659,Deiveson Figueiredo,Joseph Morales,Red,Flyweight,3,30.0,165.1,172.72,23.0,167.64,175.26
660,Jacare Souza,Derek Brunson,Red,Middleweight,5,38.0,185.42,182.88,34.0,185.42,195.58
663,Drew Dober,Frank Camacho,Red,Welterweight,3,29.0,172.72,177.8,28.0,177.8,185.42
665,Mirsad Bektic,Godofredo Pepey,Red,Featherweight,3,26.0,172.72,177.8,30.0,170.18,185.42
666,Katlyn Chookagian,Mara Romero Borella,Red,Women's Flyweight,3,29.0,175.26,172.72,31.0,167.64,175.26
667,Randa Markos,Juliana Lima,Red,Women's Strawweight,3,32.0,162.56,160.02,35.0,165.1,165.1
669,Vinc Pichel,Joaquim Silva,Red,Lightweight,3,35.0,177.8,182.88,28.0,172.72,175.26
670,Niko Price,George Sullivan,Red,Welterweight,3,28.0,182.88,193.04,36.0,182.88,185.42
672,Stipe Miocic,Francis Ngannou,Red,Heavyweight,5,35.0,193.04,203.2,31.0,193.04,210.82
673,Daniel Cormier,Volkan Oezdemir,Red,Light Heavyweight,5,38.0,180.34,182.88,28.0,187.96,190.5
674,Calvin Kattar,Shane Burgos,Red,Featherweight,3,29.0,180.34,182.88,26.0,180.34,190.5
675,Gian Villante,Francimar Barroso,Red,Light Heavyweight,3,32.0,190.5,193.04,37.0,185.42,190.5
677,Kyle Bochniak,Brandon Davis,Red,Featherweight,3,30.0,170.18,177.8,27.0,177.8,182.88
679,Dustin Ortiz,Alexandre Pantoja,Red,Flyweight,3,29.0,165.1,165.1,27.0,165.1,170.18
682,Islam Makhachev,Gleison Tibau,Red,Lightweight,3,26.0,177.8,177.8,34.0,177.8,180.34
683,Jeremy Stephens,Dooho Choi,Red,Featherweight,5,31.0,172.72,180.34,26.0,177.8,177.8
685,Kamaru Usman,Emil Meek,Red,Welterweight,3,30.0,182.88,193.04,29.0,180.34,187.96
686,Darren Elkins,Michael Johnson,Red,Featherweight,3,33.0,177.8,180.34,31.0,177.8,185.42
687,James Krause,Alex White,Red,Lightweight,3,31.0,187.96,185.42,29.0,182.88,180.34
690,Kyung Ho Kang,Guido Cannetti,Red,Bantamweight,3,30.0,175.26,185.42,38.0,167.64,172.72
693,Mads Burnell,Mike Santiago,Red,Featherweight,3,23.0,172.72,175.26,28.0,177.8,175.26
694,Cris Cyborg,Holly Holm,Red,Women's Featherweight,5,32.0,172.72,172.72,36.0,172.72,175.26
695,Khabib Nurmagomedov,Edson Barboza,Red,Lightweight,3,29.0,177.8,177.8,31.0,180.34,190.5
696,Dan Hooker,Marc Diakiese,Red,Lightweight,3,27.0,182.88,190.5,24.0,177.8,185.42
699,Myles Jury,Rick Glenn,Red,Featherweight,3,29.0,177.8,185.42,28.0,182.88,177.8
701,Tim Elliott,Mark De La Rosa,Red,Bantamweight,3,31.0,170.18,167.64,23.0,167.64,165.1
704,Santiago Ponzinibbio,Mike Perry,Red,Welterweight,3,31.0,182.88,185.42,26.0,177.8,180.34
705,Glover Teixeira,Misha Cirkunov,Red,Light Heavyweight,3,38.0,187.96,193.04,30.0,190.5,195.58
707,Julian Marquez,Darren Stewart,Red,Middleweight,3,27.0,187.96,190.5,26.0,182.88,187.96
708,Chad Laprise,Galore Bofando,Red,Welterweight,3,31.0,177.8,180.34,35.0,180.34,182.88
709,Nordine Taleb,Danny Roberts,Red,Welterweight,3,36.0,185.42,187.96,30.0,185.42,187.96
710,John Makdessi,Abel Trujillo,Red,Lightweight,3,32.0,172.72,172.72,34.0,172.72,177.8
711,Alessio Di Chirico,Oluwale Bamgbose,Red,Middleweight,3,28.0,182.88,187.96,30.0,180.34,198.12
712,Jordan Mein,Erick Silva,Red,Welterweight,3,28.0,182.88,185.42,33.0,182.88,187.96
715,Marlon Moraes,Aljamain Sterling,Red,Bantamweight,3,29.0,167.64,170.18,28.0,170.18,180.34
716,Scott Holtzman,Darrell Horcher,Red,Lightweight,3,34.0,175.26,175.26,30.0,177.8,177.8
717,Eryk Anders,Markus Perez,Red,Middleweight,3,30.0,185.42,190.5,29.0,185.42,185.42
719,Alexis Davis,Liz Carmouche,Red,Women's Flyweight,3,33.0,167.64,172.72,33.0,167.64,167.64
722,Frankie Saenz,Merab Dvalishvili,Red,Bantamweight,3,37.0,167.64,167.64,26.0,167.64,172.72
723,Alejandro Perez,Iuri Alcantara,Red,Bantamweight,3,28.0,167.64,170.18,37.0,175.26,180.34
726,Max Holloway,Jose Aldo,Red,Featherweight,5,25.0,180.34,175.26,31.0,170.18,177.8
728,Henry Cejudo,Sergio Pettis,Red,Flyweight,3,30.0,162.56,162.56,24.0,167.64,175.26
729,Eddie Alvarez,Justin Gaethje,Red,Lightweight,3,33.0,175.26,175.26,29.0,180.34,177.8
730,Tecia Torres,Michelle Waterson,Red,Women's Strawweight,3,28.0,154.94,152.4,31.0,160.02,157.48
733,David Teymur,Drakkar Klose,Red,Lightweight,3,28.0,175.26,185.42,29.0,175.26,177.8
734,Felice Herrig,Cortney Casey,Red,Women's Strawweight,3,33.0,162.56,165.1,30.0,170.18,170.18
735,Amanda Cooper,Angela Magana,Red,Women's Strawweight,3,26.0,160.02,162.56,34.0,154.94,165.1
738,Justin Willis,Allen Crowder,Red,Heavyweight,3,30.0,185.42,198.12,28.0,190.5,193.04
739,Nicco Montano,Roxanne Modafferi,Red,Women's Flyweight,5,28.0,165.1,165.1,35.0,170.18,175.26
740,Sean O'Malley,Terrion Ware,Red,Bantamweight,3,23.0,180.34,182.88,31.0,172.72,180.34
748,Gillian Robertson,Emily Whitmire,Red,Women's Flyweight,3,22.0,165.1,160.02,26.0,165.1,160.02
750,Li Jingliang,Zak Ottow,Red,Welterweight,3,29.0,182.88,180.34,30.0,180.34,182.88
751,Wang Guan,Alex Caceres,Red,Featherweight,3,31.0,175.26,180.34,29.0,177.8,185.42
753,Zabit Magomedsharipov,Sheymon Moraes,Red,Featherweight,3,26.0,185.42,185.42,27.0,172.72,182.88
754,Song Kenan,Bobby Nash,Red,Welterweight,3,27.0,182.88,180.34,27.0,182.88,187.96
756,Song Yadong,Bharat Kandare,Red,Featherweight,3,19.0,172.72,170.18,30.0,170.18,182.88
760,Cyril Asker,Hu Yaozong,Red,Heavyweight,3,31.0,182.88,187.96,22.0,190.5,182.88
761,Fabricio Werdum,Marcin Tybura,Red,Heavyweight,5,40.0,193.04,195.58,32.0,190.5,198.12
764,Jake Matthews,Bojan Velickovic,Red,Welterweight,3,23.0,180.34,185.42,28.0,182.88,193.04
765,Elias Theodorou,Daniel Kelly,Red,Middleweight,3,29.0,185.42,190.5,40.0,182.88,177.8
766,Alexander Volkanovski,Shane Young,Red,Catch Weight,3,29.0,167.64,180.34,24.0,172.72,182.88
767,Ryan Benoit,Ashkan Mokhtarian,Red,Flyweight,3,28.0,165.1,172.72,32.0,167.64,170.18
768,Nik Lentz,Will Brooks,Red,Lightweight,3,33.0,172.72,172.72,31.0,177.8,182.88
774,Dustin Poirier,Anthony Pettis,Red,Lightweight,5,28.0,175.26,182.88,30.0,177.8,182.88
775,Matt Brown,Diego Sanchez,Red,Welterweight,3,36.0,182.88,190.5,35.0,177.8,182.88
778,Raphael Assuncao,Matthew Lopez,Red,Bantamweight,3,35.0,165.1,167.64,30.0,170.18,175.26
781,Tatiana Suarez,Viviane Pereira,Red,Women's Strawweight,3,26.0,165.1,167.64,24.0,154.94,160.02
782,Sage Northcutt,Michel Quinones,Red,Lightweight,3,21.0,182.88,180.34,32.0,177.8,185.42
785,Jake Collier,Marcel Fortuna,Red,Light Heavyweight,3,29.0,190.5,198.12,32.0,185.42,187.96
790,Stephen Thompson,Jorge Masvidal,Red,Welterweight,3,34.0,182.88,190.5,32.0,180.34,187.96
792,James Vick,Joe Duffy,Red,Lightweight,3,30.0,190.5,193.04,29.0,177.8,185.42
794,Ovince Saint Preux,Corey Anderson,Red,Light Heavyweight,3,34.0,190.5,203.2,28.0,190.5,200.66
795,Randy Brown,Mickey Gall,Red,Welterweight,3,27.0,190.5,198.12,25.0,187.96,187.96
798,Derek Brunson,Lyoto Machida,Red,Middleweight,5,33.0,185.42,195.58,39.0,185.42,187.96
800,Pedro Munhoz,Rob Font,Red,Bantamweight,3,31.0,167.64,165.1,30.0,172.72,180.34
801,Francisco Trinaldo,Jim Miller,Red,Lightweight,3,39.0,175.26,177.8,34.0,172.72,180.34
802,Thiago Santos,Jack Hermansson,Red,Middleweight,3,33.0,187.96,193.04,29.0,185.42,195.58
803,John Lineker,Marlon Vera,Red,Bantamweight,3,27.0,160.02,170.18,24.0,172.72,177.8
804,Vicente Luque,Niko Price,Red,Welterweight,3,25.0,180.34,190.5,28.0,182.88,193.04
805,Antonio Carlos Junior,Jack Marshman,Red,Middleweight,3,27.0,187.96,200.66,27.0,182.88,185.42
807,Elizeu Zaleski dos Santos,Max Griffin,Red,Welterweight,3,30.0,180.34,185.42,31.0,180.34,193.04
808,Deiveson Figueiredo,Jarred Brooks,Red,Flyweight,3,29.0,165.1,172.72,24.0,160.02,157.48
809,Marcelo Golm,Christian Colombo,Red,Heavyweight,3,25.0,190.5,190.5,37.0,195.58,203.2
811,Karolina Kowalkiewicz,Jodie Esquibel,Red,Women's Strawweight,3,32.0,160.02,162.56,31.0,154.94,162.56
812,Jan Blachowicz,Devin Clark,Red,Light Heavyweight,3,34.0,187.96,198.12,27.0,182.88,190.5
813,Oskar Piechota,Jonathan Wilson,Red,Middleweight,3,27.0,182.88,193.04,30.0,187.96,190.5
814,Marcin Held,Nasrat Haqparast,Red,Lightweight,3,25.0,175.26,180.34,22.0,177.8,182.88
821,Tony Ferguson,Kevin Lee,Red,Lightweight,5,33.0,180.34,193.04,25.0,175.26,195.58
822,Demetrious Johnson,Ray Borg,Red,Flyweight,5,31.0,160.02,167.64,24.0,162.56,160.02
823,Fabricio Werdum,Walt Harris,Red,Heavyweight,3,40.0,193.04,195.58,34.0,195.58,195.58
824,Mara Romero Borella,Kalindra Faria,Red,Women's Flyweight,3,31.0,167.64,175.26,31.0,170.18,182.88
827,Matt Schnell,Marco Beltran,Red,Flyweight,3,27.0,172.72,177.8,31.0,172.72,175.26
828,John Moraga,Magomed Bibulatov,Red,Flyweight,3,33.0,167.64,167.64,29.0,165.1,165.1
830,Ovince Saint Preux,Yushin Okami,Red,Light Heavyweight,5,34.0,190.5,203.2,36.0,187.96,190.5
833,Gokhan Saki,Henrique da Silva,Red,Light Heavyweight,3,33.0,182.88,185.42,28.0,190.5,193.04
834,Teruto Ishihara,Rolando Dy,Red,Featherweight,3,26.0,170.18,175.26,27.0,172.72,175.26
835,Jussier Formiga,Ulka Sasaki,Red,Flyweight,3,32.0,165.1,170.18,27.0,177.8,180.34
836,Keita Nakamura,Alex Morono,Red,Welterweight,3,33.0,180.34,185.42,27.0,180.34,182.88
837,Syuri Kondo,Chanmi Jeon,Red,Women's Strawweight,3,28.0,162.56,167.64,20.0,165.1,170.18
838,Shinsho Anzai,Luke Jumeau,Red,Welterweight,3,31.0,170.18,177.8,29.0,180.34,182.88
839,Daichi Abe,Hyun Gyu Lim,Red,Welterweight,3,25.0,180.34,180.34,32.0,190.5,195.58
840,Luke Rockhold,David Branch,Red,Middleweight,5,32.0,190.5,195.58,35.0,185.42,198.12
841,Mike Perry,Alex Reyes,Red,Welterweight,3,26.0,177.8,180.34,30.0,180.34,185.42
843,Gregor Gillespie,Jason Gonzalez,Red,Lightweight,3,30.0,170.18,180.34,27.0,187.96,187.96
844,Kamaru Usman,Sergio Moraes,Red,Welterweight,3,30.0,182.88,193.04,35.0,182.88,182.88
845,Justin Ledet,Zu Anyanwu,Red,Heavyweight,3,28.0,193.04,203.2,36.0,185.42,195.58
850,Amanda Nunes,Valentina Shevchenko,Red,Women's Bantamweight,5,29.0,172.72,175.26,29.0,165.1,167.64
852,Henry Cejudo,Wilson Reis,Red,Flyweight,3,30.0,162.56,162.56,32.0,162.56,165.1
853,Ilir Latifi,Tyson Pedro,Red,Light Heavyweight,3,34.0,177.8,185.42,25.0,190.5,200.66
854,Jeremy Stephens,Gilbert Melendez,Red,Featherweight,3,31.0,172.72,180.34,35.0,175.26,185.42
856,Sarah Moras,Ashlee Evans-Smith,Red,Women's Bantamweight,3,29.0,170.18,170.18,30.0,172.72,170.18
860,Kajan Johnson,Adriano Martins,Red,Lightweight,3,33.0,180.34,190.5,34.0,177.8,182.88
861,Alexander Volkov,Stefan Struve,Red,Heavyweight,5,28.0,200.66,203.2,29.0,210.82,213.36
862,Siyar Bahadurzada,Rob Wilkinson,Red,Middleweight,3,33.0,180.34,185.42,25.0,190.5,203.2
863,Marion Reneau,Talita Bernardo,Red,Women's Bantamweight,3,40.0,167.64,172.72,30.0,162.56,172.72
864,Leon Edwards,Bryan Barberena,Red,Welterweight,3,26.0,182.88,187.96,28.0,182.88,182.88
865,Darren Till,Bojan Velickovic,Red,Welterweight,3,24.0,182.88,187.96,28.0,182.88,193.04
866,Mairbek Taisumov,Felipe Silva,Red,Lightweight,3,29.0,175.26,185.42,33.0,182.88,195.58
867,Michel Prazeres,Mads Burnell,Red,Lightweight,3,36.0,167.64,170.18,23.0,172.72,175.26
868,Rustam Khabilov,Desmond Green,Red,Lightweight,3,30.0,172.72,185.42,27.0,177.8,185.42
872,Thibault Gouti,Andrew Holbrook,Red,Lightweight,3,30.0,177.8,182.88,31.0,180.34,177.8
873,Sergio Pettis,Brandon Moreno,Red,Flyweight,5,23.0,167.64,175.26,23.0,170.18,177.8
877,Sam Alvey,Rashad Evans,Red,Middleweight,3,31.0,187.96,190.5,37.0,182.88,190.5
878,Alejandro Perez,Andre Soukhamthath,Red,Bantamweight,3,27.0,167.64,170.18,28.0,175.26,177.8
880,Dustin Ortiz,Hector Sandoval,Red,Flyweight,3,28.0,165.1,165.1,31.0,157.48000000000005,162.56
882,Jose Quinonez,Diego Rivas,Red,Bantamweight,3,27.0,172.72,175.26,25.0,172.72,175.26
883,Joseph Morales,Roberto Sanchez,Red,Flyweight,3,22.0,167.64,175.26,31.0,167.64,167.64
885,Tyron Woodley,Demian Maia,Red,Welterweight,5,35.0,175.26,187.96,39.0,185.42,182.88
886,Cris Cyborg,Tonya Evinger,Red,Women's Featherweight,5,32.0,172.72,172.72,36.0,170.18,177.8
887,Robbie Lawler,Donald Cerrone,Red,Welterweight,3,35.0,180.34,187.96,34.0,185.42,185.42
889,Ricardo Lamas,Jason Knight,Red,Featherweight,3,35.0,172.72,180.34,25.0,177.8,180.34
890,Aljamain Sterling,Renan Barao,Red,Catch Weight,3,27.0,170.18,180.34,30.0,167.64,177.8
891,Brian Ortega,Renato Moicano,Red,Featherweight,3,26.0,172.72,175.26,28.0,180.34,182.88
896,Chris Weidman,Kelvin Gastelum,Red,Middleweight,5,33.0,187.96,198.12,25.0,175.26,180.34
898,Patrick Cummins,Gian Villante,Red,Light Heavyweight,3,36.0,187.96,193.04,31.0,190.5,193.04
899,Jimmie Rivera,Thomas Almeida,Red,Bantamweight,3,28.0,162.56,172.72,25.0,170.18,177.8
907,Shane Burgos,Godofredo Pepey,Red,Featherweight,3,26.0,180.34,190.5,30.0,170.18,185.42
912,Jack Marshman,Ryan Janes,Red,Middleweight,3,27.0,182.88,185.42,35.0,190.5,193.04
913,Khalil Rountree Jr.,Paul Craig,Red,Light Heavyweight,3,27.0,185.42,193.04,29.0,190.5,193.04
915,Danny Roberts,Bobby Nash,Red,Welterweight,3,30.0,185.42,187.96,27.0,182.88,187.96
916,Alexandre Pantoja,Neil Seery,Red,Flyweight,3,27.0,165.1,170.18,37.0,162.56,162.56
918,Danny Henry,Daniel Teymur,Red,Lightweight,3,28.0,182.88,185.42,29.0,165.1,175.26
919,Brett Johns,Albert Morales,Red,Bantamweight,3,25.0,170.18,180.34,26.0,175.26,182.88
920,Leslie Smith,Amanda Lemos,Red,Women's Bantamweight,3,34.0,175.26,167.64,30.0,162.56,165.1
924,Anthony Pettis,Jim Miller,Red,Lightweight,3,30.0,177.8,182.88,33.0,172.72,180.34
925,Rob Font,Douglas Silva de Andrade,Red,Bantamweight,3,30.0,172.72,180.34,32.0,170.18,172.72
927,Chad Laprise,Brian Camozzi,Red,Welterweight,3,30.0,177.8,180.34,26.0,187.96,198.12
928,Thiago Santos,Gerald Meerschaert,Red,Middleweight,3,33.0,187.96,193.04,29.0,185.42,195.58
930,Cody Stamann,Terrion Ware,Red,Featherweight,3,27.0,167.64,162.56,31.0,172.72,180.34
931,Trevin Giles,James Bochnovic,Red,Light Heavyweight,3,24.0,182.88,187.96,28.0,193.04,205.74
934,Jared Cannonier,Nick Roehrick,Red,Light Heavyweight,3,33.0,180.34,195.58,30.0,187.96,190.5
935,Brad Tavares,Elias Theodorou,Red,Middleweight,3,29.0,185.42,187.96,29.0,185.42,190.5
